,RT_vaccine_P0,prop_vaccine_RTs_P0,frequency_days_P0,nb_mentors_provax_P0,nb_mentors_antivax_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_vaccine_P1,prop_vaccine_RTs_P1,frequency_days_P1,nb_mentors_provax_P1,nb_mentors_antivax_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_vaccine_P2,prop_vaccine_RTs_P2,frequency_days_P2,nb_mentors_provax_P2,nb_mentors_antivax_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_vaccine_P3,prop_vaccine_RTs_P3,frequency_days_P3,nb_mentors_provax_P3,nb_mentors_antivax_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_vaccine_P4,prop_vaccine_RTs_P4,frequency_days_P4,nb_mentors_provax_P4,nb_mentors_antivax_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_vaccine_P5,prop_vaccine_RTs_P5,frequency_days_P5,nb_mentors_provax_P5,nb_mentors_antivax_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_vaccine_P6,prop_vaccine_RTs_P6,frequency_days_P6,nb_mentors_provax_P6,nb_mentors_antivax_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_vaccine_P7,prop_vaccine_RTs_P7,frequency_days_P7,nb_mentors_provax_P7,nb_mentors_antivax_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_vaccine_P8,prop_vaccine_RTs_P8,frequency_days_P8,nb_mentors_provax_P8,nb_mentors_antivax_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_vaccine_P9,prop_vaccine_RTs_P9,frequency_days_P9,nb_mentors_provax_P9,nb_mentors_antivax_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_vaccine_P10,prop_vaccine_RTs_P10,frequency_days_P10,nb_mentors_provax_P10,nb_mentors_antivax_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_vaccine_P11,prop_vaccine_RTs_P11,frequency_days_P11,nb_mentors_provax_P11,nb_mentors_antivax_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_vaccine_P12,prop_vaccine_RTs_P12,frequency_days_P12,nb_mentors_provax_P12,nb_mentors_antivax_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_vaccine_P13,prop_vaccine_RTs_P13,frequency_days_P13,nb_mentors_provax_P13,nb_mentors_antivax_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_vaccine_P14,prop_vaccine_RTs_P14,frequency_days_P14,nb_mentors_provax_P14,nb_mentors_antivax_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S722V,59.0,0.0741206030150753,0.6896551724137931,1.0,8.0,0.0,0.445526193787668,0.0003982913190682,90.0,0.0705329153605015,0.896551724137931,0.0,9.0,0.0,0.3391547327977646,0.0005091501119597,93.0,0.070722433460076,0.8620689655172413,0.0,9.0,0.0001222227366377,0.3405693950177936,0.0006303072635802,67.0,0.091156462585034,0.6206896551724138,0.0,7.0,0.0,0.343646408839779,0.0005233307686334,29.0,0.1035714285714285,0.3793103448275862,0.0,7.0,0.0,0.3441894892672095,0.0003307767579396,20.0,0.0566572237960339,0.3448275862068966,0.0,4.0,0.0003418772921042,0.3465269693441987,0.0003072463734897,44.0,0.0549313358302122,0.5517241379310345,0.0,7.0,0.0,0.3491100323624595,0.000543928913215,56.0,0.0661938534278959,0.6896551724137931,0.0,7.0,0.0002967143438573,0.3557046979865771,0.0006041066206416,58.0,0.1033868092691622,0.7586206896551724,0.0,5.0,0.0,0.3630289532293986,0.0006178631972768,53.0,0.1007604562737642,0.6896551724137931,0.0,8.0,0.0014865001930573,0.3736316039980961,0.0006093346914199,37.0,0.0848623853211009,0.5517241379310345,0.0,8.0,0.0002986371197964,0.358653431160984,0.000486725526523,68.0,0.0864040660736975,0.6206896551724138,0.0,6.0,0.0003252546372817,0.3343283582089552,0.0006465350825682,67.0,0.0882740447957839,0.6551724137931034,0.0,6.0,0.0013875476466125,0.3337061894108874,0.0006006964256422,33.0,0.0814814814814814,0.6551724137931034,0.0,5.0,0.0007287855327382,0.3464383028415726,0.0003793159482272,22.0,0.094017094017094,0.4137931034482758,0.0,5.0,0.0003744560104805,0.3532902986652302,0.0004476747285059
S399V,7.0,0.0445859872611464,0.2413793103448276,2.0,0.0,0.0,0.3198003327787022,0.0003418514330749,3.0,0.0220588235294117,0.1034482758620689,2.0,0.0,0.0,0.3121182899389264,0.0002853636550503,1.0,0.009090909090909,0.0344827586206896,1.0,0.0,0.0,0.292481662591687,0.0002275203704886,1.0,0.0075757575757575,0.0344827586206896,1.0,0.0,0.0,0.2907447803053911,0.0002539773338161,6.0,0.0402684563758389,0.1724137931034483,4.0,0.0,0.0004227745591142,0.3180574555403557,0.0007367415893417,5.0,0.0364963503649635,0.1379310344827586,3.0,0.0,0.0,0.2934604009201446,0.0006886544668754,1.0,0.0064102564102564,0.0344827586206896,1.0,0.0,0.0,0.2012593283582089,0.0003027567260035,1.0,0.0058823529411764,0.0344827586206896,1.0,0.0,0.0,0.2532855436081243,0.0003497319193382,1.0,0.0078740157480314,0.0344827586206896,1.0,0.0,0.0,0.2629880606647305,0.0003633452884541,1.0,0.0096153846153846,0.0344827586206896,1.0,0.0,0.0,0.2707830286305622,0.0003804468926409,2.0,0.02,0.0689655172413793,2.0,0.0,0.0014112602777364,0.28102806898884,0.0005152208496821,4.0,0.032,0.1034482758620689,3.0,0.0,0.0014161457002879,0.3020903573836817,0.0006788220689662,5.0,0.0304878048780487,0.1379310344827586,3.0,0.0,0.0012160155066464,0.3092605390463027,0.0006461144349417,3.0,0.0178571428571428,0.1034482758620689,2.0,0.0,0.0,0.2977584476413516,0.0004291898858085,0.0,0.0,0.0,0.0,0.0,,,
S52V,25.0,0.0337381916329284,0.5517241379310345,6.0,0.0,0.0,0.3600599475458973,0.0008123671426296,11.0,0.0207939508506616,0.3448275862068966,5.0,0.0,0.0001994063996987,0.3479039770691508,0.000623548629013,7.0,0.0209580838323353,0.2068965517241379,5.0,0.0,0.0009393523556848,0.3224393530997305,0.0006429217375462,6.0,0.0204778156996587,0.1724137931034483,5.0,0.0,0.0021139375215703,0.3084297520661157,0.0006878468223888,4.0,0.0086767895878524,0.1379310344827586,3.0,0.0,0.0003135133221664,0.2845777233782129,0.0005372617460367,8.0,0.0132669983416252,0.2068965517241379,3.0,0.0,0.0,0.2881574701516618,0.0009992272555017,7.0,0.0115511551155115,0.1379310344827586,4.0,0.0,0.0014066758733233,0.2869015957446808,0.0010834352263496,5.0,0.0102459016393442,0.1379310344827586,4.0,0.0,0.0043692192829494,0.2872628726287263,0.0009317467391404,4.0,0.010443864229765,0.1379310344827586,3.0,0.0,0.0006619215220949,0.2852642632131607,0.0008078064658445,1.0,0.0023041474654377,0.0344827586206896,1.0,0.0,0.0,0.2707830286305622,0.0003804468926409,1.0,0.0022123893805309,0.0344827586206896,1.0,0.0,0.0,0.2690191000323729,0.0003284907844709,5.0,0.0070126227208976,0.1379310344827586,4.0,0.0,0.0023153897610959,0.3104643104643104,0.0008009328310407,10.0,0.0120192307692307,0.3103448275862069,5.0,0.0,0.0057754954805448,0.3167020523708422,0.0011142204565759,10.0,0.0133868808567603,0.3448275862068966,6.0,0.0,0.0054287099222185,0.3095652173913043,0.0010983362743239,3.0,0.0071428571428571,0.1034482758620689,3.0,0.0,0.0029592453412419,0.2765371347379597,0.0007763437702152
S352V,6.0,0.0103448275862068,0.2068965517241379,3.0,0.0,0.0002984195988263,0.328771809784468,0.0003163084229316,5.0,0.0078740157480314,0.1724137931034483,3.0,0.0,0.0,0.3216296787015568,0.0003725956347627,2.0,0.0039447731755424,0.0689655172413793,2.0,0.0,0.0002606589872728,0.2910583941605839,0.0002868716894702,3.0,0.0051194539249146,0.1034482758620689,2.0,0.0,0.0,0.2991343379288233,0.0004381976368749,3.0,0.0056285178236397,0.1034482758620689,2.0,0.0,0.0,0.3065260382333553,0.0004508938035639,1.0,0.0032894736842105,0.0344827586206896,1.0,0.0,0.0,0.2692191739523666,0.0002696357252446,1.0,0.0032258064516129,0.0344827586206896,1.0,0.0,0.0,0.2035377358490566,0.0002922126126077,2.0,0.003610108303249,0.0689655172413793,1.0,0.0,0.0,0.198874296435272,0.0004587002461868,3.0,0.0049423393739703,0.1034482758620689,3.0,0.0,0.0032952744382408,0.2826916406520985,0.0006528088354572,3.0,0.005736137667304,0.1034482758620689,3.0,0.0,0.0042244103131626,0.2904180540140584,0.0007784347354003,4.0,0.007168458781362,0.1379310344827586,4.0,0.0,0.0088954156886563,0.2874437910757523,0.0009215808028519,5.0,0.0087412587412587,0.1724137931034483,5.0,0.0,0.0057530748938331,0.2994652406417112,0.0008347460333984,10.0,0.0257731958762886,0.1724137931034483,4.0,0.0,0.0021054886032913,0.3111961057023644,0.0011190864873493,9.0,0.0407239819004524,0.1379310344827586,2.0,0.0,0.0,0.2947996025173898,0.000967254116833,1.0,0.0085470085470085,0.0344827586206896,1.0,0.0,0.0,0.2745876307919748,0.0003691464884241
S25V,34.0,0.1789473684210526,0.5172413793103449,1.0,0.0,0.0,0.3258731773482536,0.0009872123998421,25.0,0.1141552511415525,0.4137931034482758,1.0,0.0,0.0,0.3153621305618707,0.0011570581844561,4.0,0.0187793427230046,0.1379310344827586,1.0,0.0,0.0,0.2834715639810427,0.000448895533363,5.0,0.0171821305841924,0.1379310344827586,1.0,0.0,0.0,0.2907447803053911,0.0006274883821427,7.0,0.0214067278287461,0.2068965517241379,1.0,0.0,0.0,0.2926368785399622,0.000812214208119,2.0,0.0066445182724252,0.0689655172413793,1.0,0.0,0.0,0.2757023772769373,0.0004222432600311,1.0,0.0032786885245901,0.0344827586206896,1.0,0.0,0.0,0.2410614525139665,0.0003637898256237,1.0,0.0041322314049586,0.0344827586206896,1.0,0.0,0.0,0.2343836373687119,0.0004187964683378,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0085106382978723,0.0689655172413793,1.0,0.0,0.0,0.2618972581153482,0.0005972938953772,7.0,0.0303030303030303,0.2413793103448276,1.0,0.0,0.0,0.2329693187727509,0.0011065687667808,8.0,0.036697247706422,0.2758620689655172,1.0,0.0,0.0,0.2316252587991718,0.0011253583407735,4.0,0.0263157894736842,0.1379310344827586,1.0,0.0,0.0,0.2635475273911756,0.0006583186045035,1.0,0.0163934426229508,0.0344827586206896,1.0,0.0,0.0,0.2641590737730867,0.0003867820195263
S149V,18.0,0.018808777429467,0.4482758620689655,2.0,0.0,0.0,0.3490737377406466,0.0005981736064751,15.0,0.0137362637362637,0.3793103448275862,2.0,0.0,0.0,0.3386815486571329,0.0007599219653689,4.0,0.0027247956403269,0.1379310344827586,2.0,0.0,0.0,0.3158415841584158,0.0004467598701977,1.0,0.0005747126436781,0.0344827586206896,1.0,0.0,0.0,0.2907447803053911,0.0002539773338161,4.0,0.0027063599458728,0.1034482758620689,1.0,0.0,0.0,0.2926368785399622,0.000533172581101,3.0,0.0029791459781529,0.0689655172413793,1.0,0.0,0.0,0.2757023772769373,0.000549472272597,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0005920663114268,0.0344827586206896,1.0,0.0,0.0,0.2343836373687119,0.0004187964683378,1.0,0.0008960573476702,0.0344827586206896,1.0,0.0,0.0,0.2611342518423582,0.0004266212124846,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0007710100231303,0.0344827586206896,1.0,0.0,0.0,0.2741669416034312,0.0003536120759691,2.0,0.0014316392269148,0.0689655172413793,2.0,0.0,0.0008377776172016,0.2930019620667102,0.0004288676933262,2.0,0.0021691973969631,0.0689655172413793,1.0,0.0,0.0,0.2316252587991718,0.0004068976209076,2.0,0.003584229390681,0.0689655172413793,1.0,0.0,0.0,0.2635475273911756,0.0004133343864268,1.0,0.0044843049327354,0.0344827586206896,1.0,0.0,0.0,0.2641590737730867,0.0003867820195263
S731V,24.0,0.0457142857142857,0.3448275862068966,0.0,3.0,0.0,0.3349599163471592,0.0002348977939865,16.0,0.0583941605839416,0.2413793103448276,0.0,2.0,0.0,0.3331046312178388,0.0002154223877958,28.0,0.0424886191198786,0.3448275862068966,0.0,2.0,0.0,0.3336820083682008,0.0002949643036011,55.0,0.0447882736156351,0.5172413793103449,0.0,2.0,0.0,0.3371882905674015,0.000445762938142,47.0,0.041083916083916,0.4827586206896552,0.0,2.0,0.0,0.3354978354978355,0.0004230485389487,23.0,0.0375816993464052,0.3103448275862069,0.0,2.0,0.0,0.3470656820831714,0.0003265763797877,26.0,0.0222222222222222,0.3793103448275862,0.0,3.0,0.0,0.3363211223694466,0.0003886626208269,73.0,0.0259048970901348,0.7241379310344828,0.0,3.0,0.0,0.3397435897435897,0.0007222977820415,81.0,0.0289079229122055,0.7931034482758621,1.0,3.0,0.0071357525165758,0.402072027627035,0.0009041073415363,76.0,0.0281585772508336,0.6896551724137931,1.0,3.0,0.003729370261391,0.4077922077922078,0.0009167693568836,66.0,0.0249716231555051,0.5172413793103449,0.0,2.0,0.0,0.3531661708457289,0.0007032786205928,38.0,0.0266666666666666,0.3793103448275862,0.0,4.0,0.0,0.3335815338793745,0.0004326987682766,43.0,0.0297166551485832,0.5172413793103449,0.0,4.0,0.0,0.3324665676077266,0.0004438461548233,35.0,0.0283630470016207,0.4827586206896552,0.0,3.0,0.0,0.3458997279440342,0.0003886354869149,17.0,0.0303571428571428,0.2413793103448276,0.0,3.0,0.0,0.3526505697405309,0.0003837377269345
S307V,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.048780487804878,0.1034482758620689,3.0,0.0,0.0001531127259371,0.3024311183144246,0.0005264740560691,6.0,0.0344827586206896,0.1379310344827586,4.0,0.0,0.0015395873298975,0.3137651821862348,0.0007241036968495,3.0,0.0101694915254237,0.0689655172413793,2.0,0.0,0.0,0.2942339373970346,0.0005236829078359,2.0,0.0056818181818181,0.0689655172413793,2.0,0.0,0.0018873391752261,0.2857615894039735,0.0004803318319783,2.0,0.0045766590389016,0.0689655172413793,2.0,0.0,0.0036503748834297,0.2809807819748177,0.0005526252145597,3.0,0.007537688442211,0.1034482758620689,2.0,1.0,0.0256547256691962,0.3021876158694846,0.0005588174008048,3.0,0.0126050420168067,0.1034482758620689,2.0,1.0,0.0365564344277191,0.3189760260056887,0.0006316772660342,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0073170731707317,0.1034482758620689,3.0,0.0,0.0012007027981878,0.2786069651741293,0.000555620450465,5.0,0.0103734439834024,0.1724137931034483,4.0,1.0,0.0308242583419296,0.3960176991150442,0.0005774707199534,3.0,0.0114068441064638,0.1034482758620689,2.0,1.0,0.0153770059760878,0.361641609101991,0.0003804127336174,0.0,0.0,0.0,0.0,0.0,,,
S291V,6.0,0.0050335570469798,0.2068965517241379,3.0,0.0,0.0,0.350601970083911,0.0003171649015894,8.0,0.0075046904315197,0.2758620689655172,5.0,0.0,0.0019667090143633,0.3501622791200866,0.00049736549505,5.0,0.0067385444743935,0.1724137931034483,4.0,0.0,0.0009697068057108,0.3209255533199195,0.0004985857240941,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0032414910858995,0.0689655172413793,2.0,0.0,0.0003307346570568,0.2746603662138216,0.0003417224182794,2.0,0.0029673590504451,0.0689655172413793,2.0,0.0,0.000638006007477,0.2786271450858034,0.0003847646074222,2.0,0.0033333333333333,0.0689655172413793,1.0,0.0,0.0,0.2734474017743979,0.0004066951238202,3.0,0.005281690140845,0.1034482758620689,1.0,0.0,0.0,0.2685243825205826,0.0005781646838955,2.0,0.0035460992907801,0.0689655172413793,2.0,0.0,0.0009387687353571,0.2824956672443674,0.0005028826045484,1.0,0.0017094017094017,0.0344827586206896,1.0,0.0,0.0,0.2707830286305622,0.0003804468926409,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.001673640167364,0.0689655172413793,2.0,0.0,0.0005565668324464,0.2911515940143136,0.0003504424200671,7.0,0.006769825918762,0.2068965517241379,3.0,0.0,0.0,0.3112976565232598,0.0008125217123052,5.0,0.0101214574898785,0.1379310344827586,3.0,0.0,0.0034665007236902,0.3027614102436193,0.0011110965115288
S308V,3.0,0.0337078651685393,0.1034482758620689,2.0,0.0,0.0,0.324114671163575,0.000237500413117,3.0,0.0384615384615384,0.1034482758620689,2.0,0.0,0.0,0.2915040528369859,0.0002828359246804,5.0,0.0649350649350649,0.1379310344827586,2.0,0.0,0.0,0.2910583941605839,0.000482880516299,4.0,0.0606060606060606,0.1034482758620689,3.0,0.0,0.0001705028968879,0.2880518678604508,0.0005207145867942,4.0,0.0606060606060606,0.1379310344827586,2.0,0.0,0.0,0.2845777233782129,0.0005488979668317,5.0,0.0704225352112676,0.1724137931034483,3.0,0.0,0.00155906310127,0.2959893934371893,0.0006767062764896,3.0,0.0517241379310344,0.1034482758620689,3.0,0.0,0.0139567083042669,0.2897918065815983,0.0005137372483816,1.0,0.0285714285714285,0.0344827586206896,1.0,0.0,0.0,0.2579075425790754,0.0003423795344022,1.0,0.0277777777777777,0.0344827586206896,1.0,0.0,0.0,0.2611342518423582,0.0004266212124846,1.0,0.0285714285714285,0.0344827586206896,1.0,0.0,0.0,0.2598477325388944,0.0004517544217381,1.0,0.0384615384615384,0.0344827586206896,1.0,0.0,0.0,0.2618972581153482,0.0003887911784578,3.0,0.0857142857142857,0.0689655172413793,2.0,0.0,0.0,0.2703681351840676,0.0005632657667505,3.0,0.0517241379310344,0.0689655172413793,2.0,0.0,0.0,0.2755541871921182,0.000487148203198,5.0,0.0666666666666666,0.1034482758620689,4.0,0.0,0.001273750305847,0.3013884185573992,0.0006542313717402,3.0,0.0576923076923076,0.0689655172413793,2.0,0.0,0.0,0.2787138134371494,0.0007459962689711
S702V,115.0,0.0271546635182998,0.9310344827586208,0.0,9.0,0.0,0.336838415702769,0.0005636276476115,76.0,0.0284750843012364,0.7586206896551724,0.0,10.0,0.0008710014202604,0.3393918210415938,0.0004727721197595,47.0,0.0267501422879908,0.7241379310344828,0.0,9.0,0.0026670982883584,0.3405693950177936,0.0004052402276406,55.0,0.0235344458707745,0.7586206896551724,0.0,7.0,0.0006309137121209,0.3403867201751185,0.0004616599832983,45.0,0.0191489361702127,0.5517241379310345,0.0,5.0,0.0,0.3389212827988338,0.0004257017502653,18.0,0.0105263157894736,0.3103448275862069,0.0,5.0,0.0,0.3433294886582084,0.0003027178541494,18.0,0.0079225352112676,0.3448275862068966,0.0,7.0,0.0085526445634128,0.3491100323624595,0.0003382190402828,25.0,0.0111259457053849,0.4827586206896552,0.0,8.0,0.0044422564459336,0.3563025210084034,0.0003913677022447,27.0,0.015661252900232,0.5172413793103449,0.0,7.0,0.0425636954533803,0.3636769299419902,0.0004107982391109,30.0,0.0205761316872428,0.5862068965517241,0.0,5.0,0.0028078919970329,0.3722143195827406,0.0004397112906243,30.0,0.018999366687777,0.5172413793103449,0.0,6.0,0.0002755343954596,0.3552800342026507,0.0004276994554742,42.0,0.0161849710982658,0.6896551724137931,0.0,7.0,0.0019394437417083,0.3497267759562841,0.0004733857253123,45.0,0.0144415917843388,0.7241379310344828,0.0,5.0,0.0022519545508754,0.3490639625585023,0.0004737855266274,47.0,0.0191368078175895,0.7241379310344828,0.0,4.0,0.0,0.3461688059120965,0.0004798473998076,34.0,0.0291095890410958,0.4827586206896552,0.0,4.0,0.0,0.3529701443392989,0.0005891218512133
S913V,104.0,0.0241075567918405,0.9310344827586208,0.0,8.0,0.0,0.3392163783974585,0.0005025177824678,99.0,0.020253682487725,0.8275862068965517,0.0,9.0,0.0003483543048246,0.3391547327977646,0.0005388461564238,55.0,0.0121681415929203,0.7241379310344828,0.0,9.0,0.0005093678946338,0.3405693950177936,0.0004344847644301,51.0,0.0109044259140474,0.7241379310344828,0.0,7.0,0.0012133208345069,0.3428886438809261,0.0004287021321168,55.0,0.0123373710183938,0.7586206896551724,0.0,7.0,0.0002124516221617,0.3429203539823008,0.0004727147766582,48.0,0.0103270223752151,0.7586206896551724,0.0,7.0,0.0002035283970924,0.3514364423455332,0.0005068836725038,42.0,0.0083715367749651,0.7931034482758621,0.0,9.0,0.0104136806181535,0.3502435064935065,0.0005248355589806,65.0,0.012742599490296,0.896551724137931,0.0,8.0,0.0027565805238199,0.3560033585222502,0.0006679184919937,82.0,0.0165023143489635,0.9310344827586208,0.0,6.0,0.0,0.3607791057990261,0.0007874915290256,74.0,0.015040650406504,0.9655172413793104,0.0,7.0,0.0002431059411831,0.3701084394153701,0.0007600715882697,60.0,0.012214983713355,0.8275862068965517,0.0,7.0,0.0,0.3561937419631376,0.0006646682486288,65.0,0.0146759990968615,0.7241379310344828,0.0,7.0,0.0,0.3348281016442451,0.0006286219767039,69.0,0.0188062142273098,0.7586206896551724,0.0,7.0,0.0,0.333955223880597,0.0006134199093277,35.0,0.0185185185185185,0.4137931034482758,0.0,5.0,0.0006317534259228,0.3429672447013487,0.0003907070325656,0.0,0.0,0.0,0.0,0.0,,,
S93V,20.0,0.043010752688172,0.5517241379310345,4.0,1.0,0.0023877081825181,0.4578370652691758,0.0006570313983482,13.0,0.0247619047619047,0.4137931034482758,4.0,0.0,0.0,0.3413005272407733,0.0007126784766276,9.0,0.0131195335276967,0.2758620689655172,5.0,0.0,0.0004131415882889,0.3233108108108108,0.0008097372248931,4.0,0.0050825921219822,0.1379310344827586,4.0,0.0,0.0024258974289048,0.311727363848981,0.000525384679609,2.0,0.0026041666666666,0.0689655172413793,2.0,0.0,0.0009359518570822,0.3053184504267892,0.0003496399735532,1.0,0.0018148820326678,0.0344827586206896,1.0,0.0,0.0,0.2730051971874044,0.0002692248827041,1.0,0.0017699115044247,0.0344827586206896,1.0,0.0,0.0,0.2621506682867557,0.0002785937405304,1.0,0.0016556291390728,0.0344827586206896,1.0,0.0,0.0,0.2579075425790754,0.0003423795344022,3.0,0.0047468354430379,0.1034482758620689,2.0,0.0,0.0,0.2662528585429598,0.0006904205868714,5.0,0.0077881619937694,0.1724137931034483,2.0,0.0,0.0,0.2739965095986038,0.0011014591452756,5.0,0.0077639751552795,0.1724137931034483,2.0,0.0,0.0,0.2842969551830311,0.0009714400986734,3.0,0.0053571428571428,0.1034482758620689,2.0,0.0,0.0,0.2824716267339218,0.0005342576045412,1.0,0.0025380710659898,0.0344827586206896,1.0,0.0,0.0,0.2316252587991718,0.0002871541675966,1.0,0.0029850746268656,0.0344827586206896,1.0,0.0,0.0,0.2635475273911756,0.0002908422773885,0.0,0.0,0.0,0.0,0.0,,,
S389V,5.0,0.0108459869848156,0.1724137931034483,2.0,0.0,0.0,0.324114671163575,0.0002907100703,5.0,0.0117370892018779,0.1034482758620689,2.0,0.0,0.0,0.3193028609010194,0.0003670400712634,7.0,0.0177664974619289,0.1724137931034483,3.0,0.0,0.0,0.3187874750166555,0.0006300120489044,7.0,0.0149892933618843,0.2413793103448276,4.0,0.0,0.0,0.3064039408866995,0.0007793120324394,5.0,0.0114678899082568,0.1724137931034483,3.0,0.0,0.000135474659109,0.278443113772455,0.0006388569222191,2.0,0.005420054200542,0.0689655172413793,2.0,0.0,0.0007357839251436,0.2755322431348349,0.0004094158712051,1.0,0.0018018018018018,0.0344827586206896,1.0,0.0,0.0,0.2701941139636819,0.0002975918571183,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0023923444976076,0.0344827586206896,1.0,0.0,0.0,0.2627252608283275,0.0003319670225978,2.0,0.004040404040404,0.0689655172413793,2.0,0.0,0.0003564605812746,0.2767140210006176,0.0004060161346728,2.0,0.0045977011494252,0.0689655172413793,2.0,0.0,0.0005565668324464,0.2911515940143136,0.0003504424200671,2.0,0.0062893081761006,0.0689655172413793,2.0,0.0,0.0004648749551529,0.2903752039151713,0.0003633638396235,1.0,0.0056497175141242,0.0344827586206896,1.0,0.0,0.0,0.1980689317459529,0.0003864593289131
S65V,16.0,0.0097264437689969,0.4827586206896552,5.0,0.0,0.0,0.3555308916019238,0.0005770682139253,12.0,0.0101608806096528,0.3448275862068966,6.0,0.0,0.0004450477940954,0.3511754068716094,0.0006801686147748,10.0,0.0133689839572192,0.2413793103448276,5.0,0.0,0.0001924874873678,0.3222222222222222,0.000871227717579,4.0,0.0064724919093851,0.1034482758620689,3.0,0.0,0.0001776683355515,0.3090427293805896,0.0005253807870945,7.0,0.0076586433260393,0.2068965517241379,3.0,0.0,0.0,0.3152542372881356,0.0008279395938498,7.0,0.0064575645756457,0.2068965517241379,4.0,0.0,0.0008863918050947,0.3156592435489572,0.0009053749368604,3.0,0.0037128712871287,0.1034482758620689,2.0,0.0,0.0,0.2791073738680465,0.0005252966253168,1.0,0.0018450184501845,0.0344827586206896,1.0,0.0,0.0,0.2685243825205826,0.0003105071914516,1.0,0.0018796992481203,0.0344827586206896,1.0,0.0,0.0,0.272302038088874,0.0003233608455059,2.0,0.003125,0.0689655172413793,2.0,0.0,0.000843930437714,0.2861830113014947,0.0005386119951599,3.0,0.0034482758620689,0.1034482758620689,3.0,0.0,0.0026170650247765,0.2939511850017686,0.0006562714045777,4.0,0.0034013605442176,0.1379310344827586,3.0,0.0,0.0005440338687436,0.2951251646903821,0.0006667407329674,5.0,0.0038910505836575,0.1379310344827586,4.0,0.0,0.001755493508489,0.2921018276762402,0.0006704077191326,6.0,0.006276150627615,0.1724137931034483,5.0,0.0,0.0145117152190447,0.3126097646645592,0.0007742916487112,2.0,0.0050761421319796,0.0689655172413793,2.0,0.0,0.0087088928240277,0.2929692021650367,0.0005646019773382
S192V,20.0,0.0174216027874564,0.4482758620689655,6.0,0.0,0.0002054782438561,0.3576479344994417,0.0006808096805698,11.0,0.0101010101010101,0.2758620689655172,5.0,0.0,0.0,0.3479039770691508,0.0006266029733478,4.0,0.0038424591738712,0.1379310344827586,3.0,0.0,0.0010839482237517,0.3263983628922237,0.0004297768664463,2.0,0.0014430014430014,0.0689655172413793,2.0,0.0,0.0010607252303183,0.3060019678583142,0.000340663258768,2.0,0.001410437235543,0.0344827586206896,2.0,0.0,0.0009359518570822,0.3053184504267892,0.0003496399735532,2.0,0.0019212295869356,0.0344827586206896,2.0,0.0,0.0016534609282783,0.2942339373970346,0.00039645389527,2.0,0.0025510204081632,0.0689655172413793,2.0,0.0,0.0093166449532169,0.2844429795649308,0.000395135746885,2.0,0.0028901734104046,0.0689655172413793,2.0,0.0,0.001200786007178,0.2764015645371577,0.0004762082806241,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0036496350364963,0.0344827586206896,1.0,0.0,0.0,0.2618972581153482,0.0005972938953772,2.0,0.0027173913043478,0.0344827586206896,1.0,0.0,0.0,0.2329693187727509,0.0004356082764142,1.0,0.0014492753623188,0.0344827586206896,1.0,0.0,0.0,0.2776054590570719,0.0002553749950675,2.0,0.005181347150259,0.0689655172413793,2.0,0.0,0.0020416487064541,0.3015926804473059,0.0003762239841567,1.0,0.0068027210884353,0.0344827586206896,1.0,0.0,0.0,0.2641590737730867,0.0003867820195263
